lp,x0,liczba wywolan,a,b,x*,y*,liczba wywolan,x*,y*,liczba wywolan 
32,0.00942896,16,0.000255622,0.00621712,0.0024118; ,0.00125732; ,38,0.00241199; ,0.000150746; ,15,
33,0.00771099,16,-0.00146234,0.00449916,0.00241214; ,0.000799916; ,38,0.00241201; ,7.60679e-06; ,15,
34,0.000394817,13,0.00151937,0.00360666,0.002412; ,8.7162e-05; ,34,0.00241211; ,0.000602728; ,16,
35,0.00956753,16,0.000394201,0.0063557,0.00241205; ,0.000220358; ,38,0.00241206; ,0.00031914; ,17,
36,0.00772494,16,-0.00144839,0.0045131,0.00241193; ,0.000493121; ,38,0.00241198; ,0.000212026; ,15,
37,0.00787391,16,-0.00129942,0.00466208,0.00241222; ,0.00126683; ,38,0.00241188; ,0.000807997; ,16,
38,0.00514045,15,-0.000287555,0.00323996,0.00241192; ,0.000570465; ,36,0.00241198; ,0.000155665; ,13,
39,0.00922542,16,5.20867e-05,0.00601358,0.00241196; ,0.00031597; ,38,0.0024121; ,0.000563288; ,16,
40,0.00186396,11,0.0022577,0.00298851,0.00241191; ,0.000591824; ,30,0.00241198; ,0.000210042; ,12,
41,0.00906417,16,-0.000109168,0.00585233,0.00241191; ,0.000587615; ,38,0.00241192; ,0.00055083; ,18,
42,0.00335029,13,0.00144979,0.00268487,0.00241195; ,0.000355083; ,32,0.00241207; ,0.000390835; ,11,
43,0.0059756,15,0.000547588,0.0040751,0.00241224; ,0.00140181; ,36,0.00241195; ,0.000369057; ,14,
44,0.00892221,16,-0.000251118,0.00571038,0.00241211; ,0.000610717; ,38,0.00241218; ,0.00101413; ,17,
45,0.0069432,15,0.00151519,0.0050427,0.00241206; ,0.000314469; ,36,0.00241187; ,0.000864719; ,14,
46,0.00912166,16,-5.16708e-05,0.00590982,0.00241222; ,0.00130161; ,38,0.00241226; ,0.00153568; ,14,
47,0.00875455,16,-0.000418782,0.00554271,0.00241219; ,0.00110812; ,38,0.00241197; ,0.000259952; ,16,
48,0.00818063,16,-0.000992701,0.00496879,0.00241177; ,0.00148008; ,38,0.00241201; ,1.57104e-06; ,14,
49,0.00981141,16,0.000638081,0.00659957,0.00241193; ,0.000469361; ,38,0.00241212; ,0.000672386; ,17,
50,0.00756496,16,-0.00160837,0.00435312,0.00241207; ,0.000366897; ,38,0.00241195; ,0.000356338; ,14,
51,0.0083969,16,-0.000776429,0.00518506,0.00241182; ,0.00115034; ,38,0.002412; ,3.75811e-05; ,13,
52,0.00674182,15,0.00131381,0.00484132,0.00241196; ,0.000327589; ,36,0.00241206; ,0.000281604; ,14,
53,0.00377513,13,0.00187463,0.00310971,0.00241187; ,0.000823151; ,32,0.0024121; ,0.000565859; ,13,
54,0.00912101,16,-5.2327e-05,0.00590917,0.00241211; ,0.000624211; ,38,0.00241189; ,0.000709672; ,14,
55,0.00610523,15,0.000677225,0.00420474,0.00241204; ,0.000186585; ,36,0.00241203; ,9.30178e-05; ,14,
56,0.000379717,13,0.00150427,0.00359156,0.00241187; ,0.000830915; ,34,0.00241204; ,0.000152004; ,16,
57,0.00445573,14,0.00124389,0.00333118,0.00241209; ,0.000504778; ,34,0.00241196; ,0.000317292; ,12,
58,0.000526493,13,0.00165105,0.00373833,0.00241187; ,0.000823596; ,34,0.0024119; ,0.000669783; ,14,
59,0.00885287,16,-0.000320458,0.00564104,0.00241194; ,0.000434106; ,38,0.00241197; ,0.000273104; ,15,
60,0.00432107,14,0.00110923,0.00319652,0.00241223; ,0.00131685; ,34,0.00241201; ,4.85966e-06; ,15,
61,0.00398804,14,0.000776205,0.00286349,0.00241218; ,0.00105951; ,34,0.00241207; ,0.000339489; ,13,
62,0.00971967,16,0.000546336,0.00650783,0.00241223; ,0.00133566; ,38,0.00241214; ,0.000765761; ,16,
63,0.00848265,16,-0.000690685,0.00527081,0.00241206; ,0.000292513; ,38,0.00241211; ,0.000602192; ,13,
64,0.00342036,13,0.00151987,0.00275495,0.00241224; ,0.00140233; ,32,0.00241207; ,0.000353341; ,14,
65,0.00188072,11,0.00227446,0.00300527,0.0024122; ,0.00115774; ,30,0.00241226; ,0.00150145; ,14,
66,0.00627803,15,0.000850025,0.00437754,0.00241225; ,0.00143142; ,36,0.00241214; ,0.000802892; ,14,
67,0.00727529,16,-0.00189804,0.00406345,0.00241214; ,0.000786054; ,38,0.00241208; ,0.000432508; ,15,
68,0.00882818,16,-0.000345157,0.00561634,0.00241175; ,0.00159238; ,38,0.00241211; ,0.000633063; ,14,
69,0.00764568,16,-0.00152765,0.00443384,0.00241218; ,0.00104127; ,38,0.00241209; ,0.000494848; ,17,
70,0.00287377,11,0.00220835,0.00264079,0.00241208; ,0.000451393; ,28,0.0024121; ,0.000561615; ,13,
71,0.00184485,11,0.00223859,0.0029694,0.00241202; ,7.39932e-05; ,30,0.00241202; ,7.54974e-05; ,12,
72,0.00672012,15,0.00129211,0.00481962,0.00241216; ,0.000888292; ,36,0.00241221; ,0.00122814; ,14,
73,0.00125258,12,0.001918,0.00315308,0.00241222; ,0.00127971; ,32,0.00241207; ,0.000350456; ,16,
74,0.008263,16,-0.000910335,0.00505116,0.00241189; ,0.000711541; ,38,0.00241189; ,0.000759601; ,14,
75,0.0071683,16,-0.00200504,0.00395646,0.00241189; ,0.00071124; ,38,0.00241194; ,0.00041578; ,17,
76,0.00730078,16,-0.00187255,0.00408894,0.00241203; ,0.000139642; ,38,0.00241204; ,0.000193221; ,15,
77,0.00175119,11,0.00214493,0.00287574,0.00241217; ,0.000999824; ,30,0.00241195; ,0.000358588; ,14,
78,0.00551054,15,8.25325e-05,0.00361004,0.00241179; ,0.0013684; ,36,0.00241188; ,0.000797714; ,15,
79,0.0074934,16,-0.00167994,0.00428156,0.00241185; ,0.000963473; ,38,0.002412; ,5.24563e-05; ,16,
80,0.00729936,16,-0.00187398,0.00408752,0.00241224; ,0.00140698; ,38,0.00241209; ,0.000487572; ,17,
81,0.00168718,11,0.00208092,0.00281174,0.00241224; ,0.00136798; ,30,0.00241206; ,0.000292085; ,12,
82,0.00738297,16,-0.00179037,0.00417113,0.00241198; ,0.00019067; ,38,0.00241192; ,0.000550426; ,17,
83,0.00315362,12,0.00202906,0.00275988,0.00241209; ,0.000486553; ,30,0.00241218; ,0.00104918; ,11,
84,0.00544137,15,1.33616e-05,0.00354087,0.00241197; ,0.000275005; ,36,0.00241205; ,0.000227306; ,15,
85,0.0071581,16,-0.00201523,0.00394626,0.00241204; ,0.000204808; ,38,0.00241208; ,0.000403018; ,15,
86,0.00530732,15,-0.000120683,0.00340683,0.00241193; ,0.000490362; ,36,0.00241217; ,0.000961122; ,17,
87,0.00359006,13,0.00168956,0.00292464,0.00241178; ,0.00139881; ,32,0.00241196; ,0.000328538; ,12,
88,0.000217088,13,0.00134164,0.00342893,0.00241199; ,0.000106877; ,34,0.00241205; ,0.000266098; ,12,
89,0.00590774,15,0.000479731,0.00400724,0.00241217; ,0.000976434; ,36,0.00241208; ,0.000392792; ,12,
90,0.00343048,13,0.00152999,0.00276507,0.00241184; ,0.0010088; ,32,0.00241187; ,0.000869339; ,13,
91,0.00307695,12,0.00195239,0.00268321,0.00241184; ,0.00102767; ,30,0.00241192; ,0.000537494; ,12,
92,0.00747538,16,-0.00169795,0.00426354,0.00241181; ,0.00122922; ,38,0.00241206; ,0.00030861; ,16,
93,0.00118897,12,0.00185439,0.00308947,0.00241218; ,0.00102249; ,32,0.002412; ,5.12714e-05; ,12,
94,0.00490901,14,0.00169718,0.00378446,0.00241207; ,0.000387532; ,34,0.00241205; ,0.000265661; ,15,
95,0.00820522,16,-0.000968115,0.00499338,0.00241184; ,0.00101131; ,38,0.00241198; ,0.000168154; ,16,
96,0.00629943,15,0.000871423,0.00439893,0.00241227; ,0.00154855; ,36,0.00241212; ,0.000637567; ,13,
97,0.00287073,11,0.00220532,0.00263775,0.00241211; ,0.000631843; ,28,0.00241177; ,0.00145037; ,11,
98,0.00982202,16,0.000648686,0.00661018,0.00241219; ,0.00109574; ,38,0.00241204; ,0.000151838; ,16,
99,0.00654595,15,0.00111794,0.00464545,0.00241214; ,0.000798067; ,36,0.00241198; ,0.000168772; ,15,
100,0.00745216,16,-0.00172117,0.00424032,0.00241201; ,2.85313e-05; ,38,0.00241208; ,0.000417982; ,15,
przyklad bez ekspansji: , , ,1,100,1; ,70.7269; ,78,-nan(ind); ,-nan(ind); ,3,
